E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\1-5\0\0_0.wav, 男, 33, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p05 21-25\2\多人有声剧《斗破苍穹》完整版 p05 21-25_2_64.wav, 男, 52, 难过
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p05 21-25\2\多人有声剧《斗破苍穹》完整版 p05 21-25_2_65.wav, 男, 52, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p05 21-25\2\多人有声剧《斗破苍穹》完整版 p05 21-25_2_66.wav, 男, 36, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p05 21-25\2\多人有声剧《斗破苍穹》完整版 p05 21-25_2_67.wav, 男, 48, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p05 21-25\2\多人有声剧《斗破苍穹》完整版 p05 21-25_2_68.wav, 男, 56, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p05 21-25\2\多人有声剧《斗破苍穹》完整版 p05 21-25_2_69.wav, 男, 36, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p05 21-25\2\多人有声剧《斗破苍穹》完整版 p05 21-25_2_7.wav, 男, 46, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p05 21-25\2\多人有声剧《斗破苍穹》完整版 p05 21-25_2_70.wav, 男, 29, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p05 21-25\2\多人有声剧《斗破苍穹》完整版 p05 21-25_2_71.wav, 男, 58, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p05 21-25\2\多人有声剧《斗破苍穹》完整版 p05 21-25_2_72.wav, 男, 52, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p05 21-25\2\多人有声剧《斗破苍穹》完整版 p05 21-25_2_73.wav, 男, 43, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p05 21-25\2\多人有声剧《斗破苍穹》完整版 p05 21-25_2_74.wav, 男, 66, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p05 21-25\2\多人有声剧《斗破苍穹》完整版 p05 21-25_2_75.wav, 男, 45, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p05 21-25\2\多人有声剧《斗破苍穹》完整版 p05 21-25_2_76.wav, 男, 48, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p05 21-25\2\多人有声剧《斗破苍穹》完整版 p05 21-25_2_77.wav, 男, 46, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p05 21-25\2\多人有声剧《斗破苍穹》完整版 p05 21-25_2_78.wav, 男, 52, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p05 21-25\2\多人有声剧《斗破苍穹》完整版 p05 21-25_2_79.wav, 男, 59, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p05 21-25\2\多人有声剧《斗破苍穹》完整版 p05 21-25_2_8.wav, 男, 46, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p05 21-25\2\多人有声剧《斗破苍穹》完整版 p05 21-25_2_80.wav, 男, 58, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p05 21-25\2\多人有声剧《斗破苍穹》完整版 p05 21-25_2_81.wav, 男, 51, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p05 21-25\2\多人有声剧《斗破苍穹》完整版 p05 21-25_2_82.wav, 男, 54, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p05 21-25\2\多人有声剧《斗破苍穹》完整版 p05 21-25_2_83.wav, 男, 56, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p05 21-25\2\多人有声剧《斗破苍穹》完整版 p05 21-25_2_84.wav, 男, 57, 生气
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p05 21-25\2\多人有声剧《斗破苍穹》完整版 p05 21-25_2_85.wav, 男, 52, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p05 21-25\2\多人有声剧《斗破苍穹》完整版 p05 21-25_2_86.wav, 男, 51, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p05 21-25\2\多人有声剧《斗破苍穹》完整版 p05 21-25_2_87.wav, 男, 54, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p05 21-25\2\多人有声剧《斗破苍穹》完整版 p05 21-25_2_88.wav, 男, 53, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p05 21-25\2\多人有声剧《斗破苍穹》完整版 p05 21-25_2_89.wav, 男, 56, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p05 21-25\2\多人有声剧《斗破苍穹》完整版 p05 21-25_2_9.wav, 男, 51, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p05 21-25\2\多人有声剧《斗破苍穹》完整版 p05 21-25_2_90.wav, 男, 44, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p05 21-25\2\多人有声剧《斗破苍穹》完整版 p05 21-25_2_91.wav, 男, 61, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p05 21-25\2\多人有声剧《斗破苍穹》完整版 p05 21-25_2_92.wav, 男, 47, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p05 21-25\2\多人有声剧《斗破苍穹》完整版 p05 21-25_2_93.wav, 男, 54, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p05 21-25\2\多人有声剧《斗破苍穹》完整版 p05 21-25_2_94.wav, 男, 59, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p05 21-25\2\多人有声剧《斗破苍穹》完整版 p05 21-25_2_95.wav, 男, 45, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p05 21-25\2\多人有声剧《斗破苍穹》完整版 p05 21-25_2_96.wav, 男, 47, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p05 21-25\2\多人有声剧《斗破苍穹》完整版 p05 21-25_2_97.wav, 男, 60, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p05 21-25\2\多人有声剧《斗破苍穹》完整版 p05 21-25_2_98.wav, 男, 60, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p05 21-25\2\多人有声剧《斗破苍穹》完整版 p05 21-25_2_99.wav, 男, 59, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p05 21-25\3\多人有声剧《斗破苍穹》完整版 p05 21-25_3_0.wav, 男, 64, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p05 21-25\3\多人有声剧《斗破苍穹》完整版 p05 21-25_3_1.wav, 男, 54, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p05 21-25\3\多人有声剧《斗破苍穹》完整版 p05 21-25_3_10.wav, 男, 54, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p05 21-25\3\多人有声剧《斗破苍穹》完整版 p05 21-25_3_11.wav, 男, 56, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p05 21-25\3\多人有声剧《斗破苍穹》完整版 p05 21-25_3_12.wav, 男, 67, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p05 21-25\3\多人有声剧《斗破苍穹》完整版 p05 21-25_3_13.wav, 男, 65, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p05 21-25\3\多人有声剧《斗破苍穹》完整版 p05 21-25_3_14.wav, 男, 64, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p05 21-25\3\多人有声剧《斗破苍穹》完整版 p05 21-25_3_15.wav, 男, 56, 开心
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p05 21-25\3\多人有声剧《斗破苍穹》完整版 p05 21-25_3_16.wav, 男, 43, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p05 21-25\3\多人有声剧《斗破苍穹》完整版 p05 21-25_3_17.wav, 男, 55, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p05 21-25\3\多人有声剧《斗破苍穹》完整版 p05 21-25_3_18.wav, 男, 59, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p05 21-25\3\多人有声剧《斗破苍穹》完整版 p05 21-25_3_2.wav, 男, 66, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p05 21-25\3\多人有声剧《斗破苍穹》完整版 p05 21-25_3_3.wav, 男, 65, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p05 21-25\3\多人有声剧《斗破苍穹》完整版 p05 21-25_3_4.wav, 男, 65, 难过
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p05 21-25\3\多人有声剧《斗破苍穹》完整版 p05 21-25_3_5.wav, 男, 66, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p05 21-25\3\多人有声剧《斗破苍穹》完整版 p05 21-25_3_6.wav, 男, 51, 难过
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p05 21-25\3\多人有声剧《斗破苍穹》完整版 p05 21-25_3_7.wav, 男, 64, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p05 21-25\3\多人有声剧《斗破苍穹》完整版 p05 21-25_3_8.wav, 男, 60, 生气
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p05 21-25\3\多人有声剧《斗破苍穹》完整版 p05 21-25_3_9.wav, 男, 60, 开心
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p05 21-25\4\多人有声剧《斗破苍穹》完整版 p05 21-25_4_0.wav, 男, 34, 生气
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p05 21-25\4\多人有声剧《斗破苍穹》完整版 p05 21-25_4_1.wav, 男, 53, 生气
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p05 21-25\4\多人有声剧《斗破苍穹》完整版 p05 21-25_4_2.wav, 男, 62, 生气
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p05 21-25\4\多人有声剧《斗破苍穹》完整版 p05 21-25_4_3.wav, 男, 39, 难过
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p05 21-25\4\多人有声剧《斗破苍穹》完整版 p05 21-25_4_4.wav, 男, 47, 生气
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p05 21-25\4\多人有声剧《斗破苍穹》完整版 p05 21-25_4_5.wav, 男, 43, 生气
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p05 21-25\4\多人有声剧《斗破苍穹》完整版 p05 21-25_4_6.wav, 男, 41, 生气
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p05 21-25\5\多人有声剧《斗破苍穹》完整版 p05 21-25_5_0.wav, 男, 51, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p05 21-25\5\多人有声剧《斗破苍穹》完整版 p05 21-25_5_1.wav, 男, 54, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p05 21-25\5\多人有声剧《斗破苍穹》完整版 p05 21-25_5_10.wav, 男, 57, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p05 21-25\5\多人有声剧《斗破苍穹》完整版 p05 21-25_5_11.wav, 男, 61, 难过
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p05 21-25\5\多人有声剧《斗破苍穹》完整版 p05 21-25_5_12.wav, 男, 34, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p05 21-25\5\多人有声剧《斗破苍穹》完整版 p05 21-25_5_13.wav, 男, 52, 开心
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p05 21-25\5\多人有声剧《斗破苍穹》完整版 p05 21-25_5_14.wav, 男, 51, 难过
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p05 21-25\5\多人有声剧《斗破苍穹》完整版 p05 21-25_5_15.wav, 男, 35, 生气
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p05 21-25\5\多人有声剧《斗破苍穹》完整版 p05 21-25_5_16.wav, 男, 41, 生气
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p05 21-25\5\多人有声剧《斗破苍穹》完整版 p05 21-25_5_17.wav, 男, 39, 生气
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p05 21-25\5\多人有声剧《斗破苍穹》完整版 p05 21-25_5_18.wav, 男, 34, 生气
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p05 21-25\5\多人有声剧《斗破苍穹》完整版 p05 21-25_5_19.wav, 男, 26, 开心
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p05 21-25\5\多人有声剧《斗破苍穹》完整版 p05 21-25_5_2.wav, 男, 40, 生气
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p05 21-25\5\多人有声剧《斗破苍穹》完整版 p05 21-25_5_20.wav, 男, 29, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p05 21-25\5\多人有声剧《斗破苍穹》完整版 p05 21-25_5_21.wav, 男, 36, 开心
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p05 21-25\5\多人有声剧《斗破苍穹》完整版 p05 21-25_5_22.wav, 男, 61, 开心
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p05 21-25\5\多人有声剧《斗破苍穹》完整版 p05 21-25_5_23.wav, 男, 49, 开心
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p05 21-25\5\多人有声剧《斗破苍穹》完整版 p05 21-25_5_24.wav, 男, 67, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p05 21-25\5\多人有声剧《斗破苍穹》完整版 p05 21-25_5_25.wav, 男, 31, 生气
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p05 21-25\5\多人有声剧《斗破苍穹》完整版 p05 21-25_5_3.wav, 男, 37, 开心
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p05 21-25\5\多人有声剧《斗破苍穹》完整版 p05 21-25_5_4.wav, 男, 43, 生气
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p05 21-25\5\多人有声剧《斗破苍穹》完整版 p05 21-25_5_5.wav, 男, 23, 生气
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p05 21-25\5\多人有声剧《斗破苍穹》完整版 p05 21-25_5_6.wav, 男, 35, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p05 21-25\5\多人有声剧《斗破苍穹》完整版 p05 21-25_5_7.wav, 女, 57, 开心
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p05 21-25\5\多人有声剧《斗破苍穹》完整版 p05 21-25_5_8.wav, 女, 57, 难过
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p05 21-25\5\多人有声剧《斗破苍穹》完整版 p05 21-25_5_9.wav, 男, 50, 开心
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p05 21-25\6\多人有声剧《斗破苍穹》完整版 p05 21-25_6_0.wav, 女, 20, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p06 26-30\1\多人有声剧《斗破苍穹》完整版 p06 26-30_1_0.wav, 女, 48, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p06 26-30\1\多人有声剧《斗破苍穹》完整版 p06 26-30_1_1.wav, 女, 34, 难过
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p06 26-30\1\多人有声剧《斗破苍穹》完整版 p06 26-30_1_10.wav, 女, 55, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p06 26-30\1\多人有声剧《斗破苍穹》完整版 p06 26-30_1_11.wav, 女, 56, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p06 26-30\1\多人有声剧《斗破苍穹》完整版 p06 26-30_1_12.wav, 女, 40, 生气
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p06 26-30\1\多人有声剧《斗破苍穹》完整版 p06 26-30_1_13.wav, 女, 26, 生气
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p06 26-30\1\多人有声剧《斗破苍穹》完整版 p06 26-30_1_14.wav, 女, 42, 难过
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p06 26-30\1\多人有声剧《斗破苍穹》完整版 p06 26-30_1_15.wav, 女, 30, 难过
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p06 26-30\1\多人有声剧《斗破苍穹》完整版 p06 26-30_1_16.wav, 女, 21, 生气
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p06 26-30\1\多人有声剧《斗破苍穹》完整版 p06 26-30_1_17.wav, 女, 43, 难过
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p06 26-30\1\多人有声剧《斗破苍穹》完整版 p06 26-30_1_18.wav, 女, 34, 难过
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p06 26-30\1\多人有声剧《斗破苍穹》完整版 p06 26-30_1_2.wav, 女, 38, 难过
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p06 26-30\1\多人有声剧《斗破苍穹》完整版 p06 26-30_1_3.wav, 女, 24, 难过
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p06 26-30\1\多人有声剧《斗破苍穹》完整版 p06 26-30_1_4.wav, 女, 31, 难过
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p06 26-30\1\多人有声剧《斗破苍穹》完整版 p06 26-30_1_5.wav, 女, 44, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p06 26-30\1\多人有声剧《斗破苍穹》完整版 p06 26-30_1_6.wav, 女, 51, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p06 26-30\1\多人有声剧《斗破苍穹》完整版 p06 26-30_1_7.wav, 女, 53, 难过
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p06 26-30\1\多人有声剧《斗破苍穹》完整版 p06 26-30_1_8.wav, 女, 35, 难过
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p06 26-30\1\多人有声剧《斗破苍穹》完整版 p06 26-30_1_9.wav, 女, 37, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p06 26-30\2\多人有声剧《斗破苍穹》完整版 p06 26-30_2_0.wav, 男, 50, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p06 26-30\2\多人有声剧《斗破苍穹》完整版 p06 26-30_2_1.wav, 男, 66, 生气
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p06 26-30\2\多人有声剧《斗破苍穹》完整版 p06 26-30_2_10.wav, 男, 53, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p06 26-30\2\多人有声剧《斗破苍穹》完整版 p06 26-30_2_100.wav, 男, 49, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p06 26-30\2\多人有声剧《斗破苍穹》完整版 p06 26-30_2_101.wav, 男, 51, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p06 26-30\2\多人有声剧《斗破苍穹》完整版 p06 26-30_2_102.wav, 男, 53, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p06 26-30\2\多人有声剧《斗破苍穹》完整版 p06 26-30_2_103.wav, 男, 45, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p06 26-30\2\多人有声剧《斗破苍穹》完整版 p06 26-30_2_104.wav, 男, 49, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p06 26-30\2\多人有声剧《斗破苍穹》完整版 p06 26-30_2_105.wav, 男, 58, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p06 26-30\2\多人有声剧《斗破苍穹》完整版 p06 26-30_2_106.wav, 男, 58, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p06 26-30\2\多人有声剧《斗破苍穹》完整版 p06 26-30_2_107.wav, 男, 46, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p06 26-30\2\多人有声剧《斗破苍穹》完整版 p06 26-30_2_108.wav, 男, 51, 中立
E:\2_PYTHON\Project\StoryTeller\0_downLoad_Audio\3_speaker_wav\多人有声剧《斗破苍穹》完整版 p06 26-30\2\多人有声剧《斗破苍穹》完整版 p06 26-30_2_109.wav, 男, 49, 中立
